11,14.657053,-49.965607,55.349304,14.079879,-52.684032,52.862602,13.396245,-53.077362,52.860363,12.704285,-53.45124,52.854973,15.878619,-51.83369,51.787003,16.402037,-51.62766,51.78079,16.916973,-51.3877,51.761265,11.825781,-52.585106,40.49176,17.227442,-49.813076,35.585194,13.449505,-48.251038,51.47381,15.2670965,-47.470345,50.10236,4.3537517,-41.46814,36.77987,19.728342,-34.82112,16.647644,-0.40774924,-21.311172,34.998165,23.952436,-15.252296,18.235332,-0.9837733,-5.8278847,43.778316,29.387745,-0.18151902,38.37455,-0.8393026,-2.288345,46.343536,31.670895,-1.0849509,41.438885,-0.11064354,-2.1357048,46.93801,31.339794,-2.331375,44.07039,0.091316625,-3.0028534,44.254436,30.243916,-1.9707069,40.146835,-4.855649,-3.0952132,6.902232,4.8556542,3.0952234,-6.902232,-14.739502,28.150793,14.720781,0.8933835,34.24182,-3.7829702,-20.929756,56.857002,-25.29945,-8.589445,57.126244,-39.054047,-21.6968,60.26879,-30.207487,-10.032223,58.71986,-42.71328,-22.83352,69.96059,-36.782352,-11.912737,68.90042,-48.458588
23,52.3807,-9.890007,-14.234524,54.520702,-13.45731,-12.783253,54.530113,-13.971518,-12.800895,54.53837,-14.605273,-12.818159,54.32635,-13.732605,-19.428215,54.189808,-14.360658,-19.43542,54.042793,-15.094404,-19.43234,52.323513,-20.560104,-1.04202,51.657166,-20.46441,-31.00164,49.69812,-10.306314,-8.629491,49.417126,-10.661786,-17.331501,37.505516,-19.059675,16.97608,34.773895,-15.228611,-41.137714,35.98564,13.396014,25.989174,33.504494,24.135193,-51.677883,39.474506,45.000477,11.000419,38.84127,53.791744,-44.1325,42.147167,50.773167,9.302221,40.86045,64.010796,-51.670284,42.919434,49.98074,1.997154,43.26872,62.36732,-47.867977,41.757286,48.480347,7.326399,42.455082,58.78437,-42.83865,1.4965345,-2.0454006,19.135033,-1.4965305,2.0454047,-19.135033,-18.82847,25.626522,37.730644,-21.800358,31.562689,-3.5552669,-37.063393,45.363873,61.888367,-43.091618,57.673325,9.4854555,-42.186172,46.798676,63.80452,-47.309544,57.373844,9.600285,-34.52382,68.405556,57.77301,-40.300285,77.89586,-3.5525002
31,50.8045,-11.849206,2.3062963,52.44092,-16.542486,5.2652364,52.30376,-17.312773,5.2695537,52.13279,-18.096977,5.280245,52.431488,-16.557693,-2.946172,52.294563,-17.355774,-2.9591699,52.128334,-18.152332,-2.974139,49.098087,-23.694948,21.671585,49.43559,-22.554354,-15.0178995,47.990326,-12.529826,9.420429,48.019646,-12.885014,-1.2650945,30.804678,-23.595707,49.720825,36.56037,-19.554613,-36.541653,24.534258,11.275882,55.169167,31.739729,16.658674,-48.095367,26.654428,43.021038,35.542236,35.291893,53.756653,-47.66536,30.264816,43.78458,35.844173,40.02918,56.9234,-57.47561,31.550343,44.66789,26.797623,40.585648,55.03754,-50.24524,30.24033,45.288673,30.904633,38.43195,53.958935,-44.94624,-1.0262724,-3.7348895,25.56492,1.0262862,3.7349038,-25.56492,-26.375645,17.10118,22.431192,-27.236727,18.201033,-25.166622,-56.278515,31.118086,31.00875,-57.560833,33.422585,-23.994696,-62.96339,31.08637,30.82128,-64.30426,33.538376,-25.304693,-54.955166,48.027634,15.915935,-55.974323,51.212048,-46.524017
45,38.277454,-24.475195,-206.99187,40.290146,-29.065842,-206.61299,40.918064,-29.288599,-206.65782,41.553192,-29.49126,-206.7279,38.103775,-29.639023,-211.46846,37.217716,-30.23223,-211.50687,36.339264,-30.791605,-211.5475,40.83835,-33.68984,-178.37988,37.78542,-37.030468,-199.79771,36.84478,-23.352762,-193.03282,34.666557,-24.02496,-199.34308,38.70315,-28.586685,-136.90344,15.224208,-30.505089,-165.35934,34.495884,17.633194,-115.70852,-4.2924814,-0.360754,-149.02576,32.367027,60.704685,-135.903,-15.889628,26.718605,-155.10718,37.98934,65.311775,-146.61145,-19.21957,30.250841,-169.82068,36.431713,66.49051,-158.30383,-16.35613,31.038523,-176.60103,32.901115,64.9666,-141.32289,-14.791918,30.779114,-158.7778,5.6233606,1.3440851,8.267574,-5.6233606,-1.3440646,-8.267574,-5.2284865,34.97987,95.86215,-13.553193,32.608517,83.9115,-12.959883,51.041286,220.9159,-21.369024,46.39757,206.11537,-14.102441,52.45216,233.56413,-22.594748,46.392456,218.12329,-13.254619,58.30391,213.65157,-21.182035,61.960155,195.77588
50,61.137043,7.839461,-73.398766,63.275887,2.3351424,-72.74245,63.363945,1.5723256,-72.76135,63.42504,0.76824754,-72.80369,62.30427,1.9962298,-79.58545,61.723488,1.0155305,-79.61136,61.110146,-0.011508228,-79.61098,59.6613,-5.3849554,-59.448166,57.01297,-7.049269,-89.850006,57.828342,7.2255373,-66.513855,56.676205,6.105646,-75.31483,47.198486,-13.530618,-35.737286,31.3279,6.563387,-91.23566,43.885967,16.24103,-16.379986,26.749271,47.90506,-92.63053,47.74702,55.984776,-26.649403,28.162066,87.06599,-94.25609,53.290306,59.132885,-31.859526,32.526814,94.56219,-109.097305,53.256245,58.323376,-41.918518,34.985497,91.18109,-107.6409,50.647934,57.729237,-31.258991,33.293255,87.93791,-94.90709,4.0701537,-3.5763958,20.577583,-4.0701537,3.5763958,-20.577583,-11.39852,8.1075115,78.0124,-25.112322,24.892641,29.867891,-27.222878,4.267268,140.0643,-47.83273,29.408684,79.60106,-31.023392,0.5207208,146.68343,-53.46811,26.445671,84.03647,-25.142366,21.071764,147.06392,-45.993717,51.156555,72.23328
51,-45.888718,38.126026,-60.349476,-48.011246,34.319817,-65.22937,-47.8166,32.918724,-65.23142,-47.610073,31.320793,-65.23838,-48.420353,35.952282,-59.73996,-48.516235,35.792984,-59.75631,-48.619106,35.560604,-59.761765,-45.95074,22.885324,-71.42839,-47.43344,27.57515,-47.116543,-42.39162,33.928688,-60.951626,-43.04584,36.40369,-53.83269,-25.576124,20.065489,-69.68131,-39.090992,14.989105,-24.032831,-11.59724,57.458855,-70.59709,-36.32367,40.226032,3.0598202,-6.5219173,92.51119,-74.01945,-36.472893,65.173874,2.2789488,-8.645004,99.625626,-85.17218,-40.96491,69.02895,0.11937382,-10.705038,97.99906,-83.67455,-39.6285,69.6966,-8.108196,-9.598251,95.53897,-74.02716,-37.48506,68.573524,-0.95698816,3.6619585,1.9177997,-14.295965,-3.661963,-1.9177997,14.295965,23.22983,-1.3827536,26.452774,15.438099,-1.2901586,49.256805,39.71364,-6.802485,61.45102,31.929163,-9.566635,87.68858,44.113914,-13.288292,64.44058,35.909687,-14.109156,91.96819,42.666897,10.469735,54.84903,36.52473,2.0742083,88.7277
70,43.978603,35.21075,-1.4394919,45.71177,33.71797,1.0031285,45.69691,33.36781,0.9828081,45.677948,32.93302,0.9663984,45.737835,33.19054,-7.0324473,45.73414,32.493652,-7.048858,45.724377,31.712494,-7.064773,44.61337,27.307674,13.956068,44.89666,26.759005,-22.419271,41.7593,33.464806,4.55041,41.75545,32.771652,-6.192529,33.925594,18.047253,36.64231,36.337807,20.202633,-39.164005,33.507965,46.27228,51.35121,35.75632,52.351147,-55.303955,38.104908,66.345146,35.13468,41.131027,74.62985,-49.45199,41.224636,68.36345,36.622433,44.525692,78.52448,-58.062035,41.616165,68.314384,29.736599,44.69469,76.44324,-51.34447,40.383335,68.24967,31.760216,43.615955,75.14258,-46.893375,0.36990988,-0.15043615,24.497349,-0.36990988,0.15042762,-24.497349,-18.480312,28.19847,31.010765,-19.011658,31.08065,-13.487087,-41.526196,44.963326,51.39792,-42.74818,51.513107,1.9739089,-46.902054,41.030468,52.842148,-47.78696,48.640842,2.744574,-41.67883,61.153595,42.63553,-43.002563,69.49518,-10.277109
75,12.814715,28.432184,-230.0302,13.757987,24.749878,-231.70926,15.736702,24.608126,-231.7593,17.169586,22.713644,-231.83932,10.005287,26.338737,-235.1634,9.412932,26.079884,-235.15988,7.8610883,25.35041,-235.16254,19.213629,16.754078,-202.29114,5.8549867,22.681948,-216.84184,14.014381,26.208353,-214.40302,9.886539,28.431091,-218.83499,29.676863,5.480885,-151.84688,-2.3616014,15.63478,-169.80026,38.80468,39.917355,-146.47897,-16.112705,44.72972,-166.97679,40.59729,77.19797,-187.06664,-32.083015,81.66495,-205.03755,49.293934,87.00636,-207.58917,-35.534718,91.20409,-229.85684,47.740063,87.83741,-218.34543,-31.79939,94.075554,-234.22691,44.91335,84.83079,-193.04247,-30.953953,89.85366,-208.69186,7.535994,-2.1467738,6.9798656,-7.535983,2.146763,-6.9798656,12.825982,28.013838,105.92263,-17.157175,38.775146,93.88663,12.690375,37.56126,245.24701,-24.802816,70.280304,229.35999,12.245817,35.953568,259.31647,-26.47162,74.227295,242.55728,13.591587,49.20288,236.15952,-24.74931,82.21397,214.69028
94,1.0981014,-32.58332,-127.42744,3.349965,-37.898342,-128.77036,4.534053,-38.729523,-128.77364,5.564129,-39.55305,-128.78557,-0.7026571,-37.79688,-129.06825,-1.847017,-38.560577,-129.09602,-2.7438483,-39.51717,-129.10808,7.9196205,-45.843296,-111.406075,-4.542026,-45.408962,-112.53383,2.9516654,-31.10147,-118.45782,-0.99719393,-31.07898,-118.82021,16.423725,-40.267345,-85.137955,-13.175776,-39.6667,-87.1122,28.35537,-13.435906,-77.62063,-26.059473,-13.237646,-83.61047,27.720737,20.98777,-90.08213,-25.438139,19.933464,-95.02168,29.279768,26.130306,-98.12459,-27.880796,25.289213,-103.92549,24.81869,26.50539,-102.51571,-23.438519,25.975296,-106.94692,23.704954,24.996489,-92.18986,-22.12475,24.396402,-96.72589,7.2040825,0.5892212,0.83130467,-7.2040825,-0.58922935,-0.83130467,7.179018,16.137695,63.995995,-8.285837,12.942971,64.166145,6.380673,13.380335,140.71712,-10.082671,12.436844,136.54439,5.4176717,11.303296,148.44101,-9.783665,10.754159,143.79817,6.255421,19.859777,138.26276,-10.48456,20.635391,132.55907
112,1.9033191,-42.14616,-99.68367,3.9104064,-47.803112,-100.57943,5.1730003,-48.32915,-100.57922,6.42977,-48.898666,-100.58473,0.35064006,-47.680473,-100.23979,-0.83230084,-48.27935,-100.2562,-1.8248057,-48.92312,-100.278725,9.022108,-51.50348,-88.122284,-3.2963402,-53.165966,-86.8365,3.587379,-38.79261,-93.39691,0.36870164,-38.741978,-93.03262,16.37616,-38.7042,-69.776115,-11.572693,-41.15145,-70.230095,24.229086,-1.1426554,-70.32074,-24.298439,-6.5938554,-74.57058,26.483456,37.194042,-77.34924,-26.622591,30.699774,-78.51322,28.330082,43.221275,-83.11107,-28.103096,37.85153,-84.42385,24.606285,43.079338,-86.5438,-25.114891,38.92977,-86.30513,23.70524,40.917416,-79.00033,-24.078903,36.76768,-79.74216,6.7843547,1.1506793,0.2872862,-6.7843547,-1.1506793,-0.2872862,7.565272,21.892075,44.637188,-9.986474,17.781376,45.790836,9.014036,28.731112,99.47008,-11.867134,25.451256,99.7606,9.425319,28.261408,104.394325,-11.707488,25.85794,104.6666,11.510183,44.31566,91.1919,-16.590565,38.86092,91.63648
